url	md5	Data collection	Data type	Analysis group	Sample	Population	Data reuse policy
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204998/ERR204998_2.fastq.gz	adbec6c7297c61bdd55d9f84b06917d3	Geuvadis	sequence	mRNA	HG00328	FIN	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204998/ERR204998_1.fastq.gz	4361669beff1d4d2d5d37bad9c18ce51	Geuvadis	sequence	mRNA	HG00328	FIN	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204863/ERR204863_1.fastq.gz	c9bdca1c24a5541bcbc1f5e3c7db850e	Geuvadis	sequence	mRNA	NA06986	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204885/ERR204885_1.fastq.gz	d770f981e60324dab69c363c9dd59ff5	Geuvadis	sequence	mRNA	NA11840	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205022/ERR205022_2.fastq.gz	0847eee57a022cd31ce2aaacf64f1e60	Geuvadis	sequence	mRNA	NA12156	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204891/ERR204891_2.fastq.gz	71914b5466ecea35735e0cea09cb9a03	Geuvadis	sequence	mRNA	NA19095	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204891/ERR204891_1.fastq.gz	893c58985eb4573f0c04865364851403	Geuvadis	sequence	mRNA	NA19095	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204969/ERR204969_1.fastq.gz	de51a67f08b21e00e9aec034ac7e0fe8	Geuvadis	sequence	mRNA	NA19096	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204968/ERR204968_2.fastq.gz	f89097d78b1b2745cb01dd38f04354df	Geuvadis	sequence	mRNA	NA06986	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204954/ERR204954_1.fastq.gz	9e8fb2e1f66e96272a5e9b095594f5c8	Geuvadis	sequence	mRNA	NA20765	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204892/ERR204892_1.fastq.gz	b6ac7a7c8b624f4cbaf9fae98f70ffaa	Geuvadis	sequence	mRNA	NA19121	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204850/ERR204850_1.fastq.gz	18513fb8f0adc5af8d60171e41461d1f	Geuvadis	sequence	mRNA	NA20518	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205003/ERR205003_1.fastq.gz	671054a324c8defc66ae1bbb4273f336	Geuvadis	sequence	mRNA	NA12058	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204860/ERR204860_2.fastq.gz	d8b8463b38a872c167754ad218af7229	Geuvadis	sequence	mRNA	NA06986	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204953/ERR204953_1.fastq.gz	13e5569ad069aca13552c573c10b8d60	Geuvadis	sequence	mRNA	HG00355	FIN	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204853/ERR204853_1.fastq.gz	578a2b578740ed8e2ba365568f5eaab8	Geuvadis	sequence	mRNA	NA07347	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204853/ERR204853_2.fastq.gz	60c8bf4cc8747a8eea17c97a21d387ab	Geuvadis	sequence	mRNA	NA07347	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204850/ERR204850_2.fastq.gz	06f050923e12a3d7251e815a40c5da4e	Geuvadis	sequence	mRNA	NA20518	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204964/ERR204964_2.fastq.gz	a94c1d24a4149df4d373a70c201bb9dd	Geuvadis	sequence	mRNA	NA12348	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205017/ERR205017_1.fastq.gz	4adbfe7e628738243757df10389502f7	Geuvadis	sequence	mRNA	NA18870	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204924/ERR204924_1.fastq.gz	dfe813b74f07e6a7529ea7c83726ebed	Geuvadis	sequence	mRNA	NA12045	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204898/ERR204898_1.fastq.gz	321e78c07e92ae7c0d717cf38a562ea1	Geuvadis	sequence	mRNA	NA12776	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204885/ERR204885_2.fastq.gz	54760c9589e1cd05c630163c0d26ac2b	Geuvadis	sequence	mRNA	NA11840	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204954/ERR204954_2.fastq.gz	5f3782bd32468d9a00b3d2b99ed04812	Geuvadis	sequence	mRNA	NA20765	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204971/ERR204971_1.fastq.gz	2e921f1a6b42ab5492bb4f0d45448107	Geuvadis	sequence	mRNA	NA19185	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205022/ERR205022_1.fastq.gz	caf2f956b7d0ab9a9778f2cb13c73aa1	Geuvadis	sequence	mRNA	NA12156	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204912/ERR204912_2.fastq.gz	76d622f26060341b2d28594c1b33bb69	Geuvadis	sequence	mRNA	NA19099	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204968/ERR204968_1.fastq.gz	ed12f65491f239e9a28d84f99d1f34e5	Geuvadis	sequence	mRNA	NA06986	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204943/ERR204943_2.fastq.gz	9a2da452e40b010f57b0d9978a8f47c9	Geuvadis	sequence	mRNA	NA12750	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204975/ERR204975_1.fastq.gz	1f00c6a09e42676dc0f006e2a8a119c1	Geuvadis	sequence	mRNA	HG00117	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204912/ERR204912_1.fastq.gz	a473fd556b58976cad973dac0d6a272a	Geuvadis	sequence	mRNA	NA19099	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204983/ERR204983_1.fastq.gz	83ffef276d7e426ff4acd4c5d6642747	Geuvadis	sequence	mRNA	NA12762	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204898/ERR204898_2.fastq.gz	8a19fadf2f8060e10539fa5d93162425	Geuvadis	sequence	mRNA	NA12776	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205017/ERR205017_2.fastq.gz	8696eb861050fb5ca53270521bcbb3ed	Geuvadis	sequence	mRNA	NA18870	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204903/ERR204903_2.fastq.gz	55034e55b0e70f7b116a9cc7998a12d5	Geuvadis	sequence	mRNA	NA18916	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204953/ERR204953_2.fastq.gz	9fd18c57940de7d70ca6909db106da89	Geuvadis	sequence	mRNA	HG00355	FIN	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204897/ERR204897_2.fastq.gz	95ac443b5f14865666fd9f4401594dac	Geuvadis	sequence	mRNA	NA12399	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204964/ERR204964_1.fastq.gz	4850de4726ce3386f3c8a2707dd81d7c	Geuvadis	sequence	mRNA	NA12348	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204971/ERR204971_2.fastq.gz	6e2cb1614a9db572233ab5580de95b75	Geuvadis	sequence	mRNA	NA19185	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204830/ERR204830_2.fastq.gz	133b23aec8aff6446d3a1bb221126927	Geuvadis	sequence	mRNA	NA20527	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204952/ERR204952_1.fastq.gz	f72b53b037a8de64bb7c6f66c152a797	Geuvadis	sequence	mRNA	NA18505	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204952/ERR204952_2.fastq.gz	f17bc6bf3123fdbea7f6fa38e06bf0c2	Geuvadis	sequence	mRNA	NA18505	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204983/ERR204983_2.fastq.gz	4dc122910ed22abd84764cea2a80cde4	Geuvadis	sequence	mRNA	NA12762	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204951/ERR204951_1.fastq.gz	7a2e8f1ef97e9bc6639b1d147825a6cd	Geuvadis	sequence	mRNA	HG00131	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204901/ERR204901_2.fastq.gz	55cf20f580251ec806e9852a8833ca00	Geuvadis	sequence	mRNA	HG00355	FIN	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204975/ERR204975_2.fastq.gz	73ecab5306bb3433a7e21b0e650f18a7	Geuvadis	sequence	mRNA	HG00117	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204997/ERR204997_1.fastq.gz	3447f98a255378e390bc6896ec6ff99d	Geuvadis	sequence	mRNA	NA19190	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204897/ERR204897_1.fastq.gz	0434eea1ead6d0963e83676cf551816c	Geuvadis	sequence	mRNA	NA12399	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204903/ERR204903_1.fastq.gz	bc3fd55b8df6ceceaee0c1537597bd36	Geuvadis	sequence	mRNA	NA18916	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205018/ERR205018_1.fastq.gz	59a3fc3b89da7c573e9d236e901bb60d	Geuvadis	sequence	mRNA	NA19113	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204876/ERR204876_1.fastq.gz	cc3efcd620a354b3275284576ec54d83	Geuvadis	sequence	mRNA	NA11995	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204876/ERR204876_2.fastq.gz	e58e557129f6b7acf896ba86cb3ff813	Geuvadis	sequence	mRNA	NA11995	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204943/ERR204943_1.fastq.gz	b8dd25bdcf05742f1fb53656038a971a	Geuvadis	sequence	mRNA	NA12750	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204957/ERR204957_2.fastq.gz	19580719f25d07590460600b79ae956b	Geuvadis	sequence	mRNA	HG00277	FIN	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204871/ERR204871_2.fastq.gz	4a1b2b3f1ebc617f39214490286548e0	Geuvadis	sequence	mRNA	NA20532	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204907/ERR204907_1.fastq.gz	347879063e7f118e0a933515d815ccd3	Geuvadis	sequence	mRNA	NA12283	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204907/ERR204907_2.fastq.gz	c62ee355cfa40380d7304c22205ef351	Geuvadis	sequence	mRNA	NA12283	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204997/ERR204997_2.fastq.gz	978d55ad17adedb1e31bed40d6d2b3c6	Geuvadis	sequence	mRNA	NA19190	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204914/ERR204914_1.fastq.gz	091a575107b5df358d9347277cf776ce	Geuvadis	sequence	mRNA	HG00143	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204979/ERR204979_2.fastq.gz	2d2a433fb98ff5798c298b6b12390f0b	Geuvadis	sequence	mRNA	NA12282	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204830/ERR204830_1.fastq.gz	17ca5fd647b7f060d6a063e9ac56c57a	Geuvadis	sequence	mRNA	NA20527	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204991/ERR204991_2.fastq.gz	7bb46cd100d10fae041d964e4f53284b	Geuvadis	sequence	mRNA	NA18487	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204951/ERR204951_2.fastq.gz	d1f38c2ee4a287d9b59c49a7c6e01137	Geuvadis	sequence	mRNA	HG00131	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204901/ERR204901_1.fastq.gz	010b7e569ee9fa6f9984b1f92c45e849	Geuvadis	sequence	mRNA	HG00355	FIN	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204976/ERR204976_1.fastq.gz	86fdec3dd57887787a18553e89561732	Geuvadis	sequence	mRNA	NA12874	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204893/ERR204893_2.fastq.gz	c792488c81584c4075ee24edea3206fc	Geuvadis	sequence	mRNA	NA12843	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204893/ERR204893_1.fastq.gz	a501c1b6ffff04e288387d9a1d0230cf	Geuvadis	sequence	mRNA	NA12843	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204991/ERR204991_1.fastq.gz	9f6484e84317956699ee21bc988a14c3	Geuvadis	sequence	mRNA	NA18487	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204858/ERR204858_1.fastq.gz	4021b1bb98f2a47a12b91b768c8c5316	Geuvadis	sequence	mRNA	NA19095	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204874/ERR204874_1.fastq.gz	d15ade77c36ccdd5a8038e9c4e3b0028	Geuvadis	sequence	mRNA	NA20527	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205018/ERR205018_2.fastq.gz	dbc2cf38a6177e5202ef61e21d003baf	Geuvadis	sequence	mRNA	NA19113	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205000/ERR205000_1.fastq.gz	cae6da478f283da7613695cd7ce7bc8a	Geuvadis	sequence	mRNA	NA19114	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204957/ERR204957_1.fastq.gz	97b5d895ccaec0bd91061ade1c149f22	Geuvadis	sequence	mRNA	HG00277	FIN	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204979/ERR204979_1.fastq.gz	51045533ecc45df34b0c298864e8dae6	Geuvadis	sequence	mRNA	NA12282	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204896/ERR204896_2.fastq.gz	2e684534e0db1bd14276ab8983495dc3	Geuvadis	sequence	mRNA	NA18909	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204871/ERR204871_1.fastq.gz	fae9ee422194aab51d204b1eef41f458	Geuvadis	sequence	mRNA	NA20532	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204844/ERR204844_1.fastq.gz	e31f9552e9b47f0eee440dbc4ffd0423	Geuvadis	sequence	mRNA	NA20798	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204914/ERR204914_2.fastq.gz	9f70f6765964b9a6b7f2511f97560f71	Geuvadis	sequence	mRNA	HG00143	GBR	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204870/ERR204870_1.fastq.gz	c59dfc6dd3c718d9681caded45d3fe45	Geuvadis	sequence	mRNA	HG00315	FIN	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205014/ERR205014_1.fastq.gz	a889c376370d7fe362775c2e07057260	Geuvadis	sequence	mRNA	NA07346	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204844/ERR204844_2.fastq.gz	c6f3d93a3a112f73120d06870a1f1ce2	Geuvadis	sequence	mRNA	NA20798	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204955/ERR204955_1.fastq.gz	5140a3a7e1e5d13e3329dca3a4ab1485	Geuvadis	sequence	mRNA	NA06986	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205000/ERR205000_2.fastq.gz	53c6a1eb6b4418c8abacc8f5964b67c9	Geuvadis	sequence	mRNA	NA19114	YRI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204874/ERR204874_2.fastq.gz	8b2025b7640456d8041bf3a5dccac9e6	Geuvadis	sequence	mRNA	NA20527	TSI	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204945/ERR204945_2.fastq.gz	e24922d1784a72ca3d0473aa93573793	Geuvadis	sequence	mRNA	NA12154	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204976/ERR204976_2.fastq.gz	775590a538347f2d1a9b555d757eacd6	Geuvadis	sequence	mRNA	NA12874	CEU	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
